"CNTY_x","CNTYVTD","VAP","BVAP","HVAP","TOTPOP","BPOP","HPOP","Obama","Romney","bvotes","hvotes","ovotes","BRvotes","BDvotes","HRvotes","HDvotes","ORvotes","ODvotes"
13,"130003",2263,20,1239,1951,2,1097,344,403,0.96435085792035,225.208446450528,521.412748468696,0.466705376183359,0.497645481736991,66.0716317051398,159.136814745388,338.383522506681,183.029225962015
13,"130004",224,0,115,188,0,34,39,63,0,9.71605801097174,92.7780649861912,0,0,3.28021033056723,6.43584768040451,60.7352228782078,32.0428421079834
13,"130005",2438,22,1682,2467,79,1341,316,321,37.3916885263995,173.786804229051,428.802282995885,17.1597098659655,20.231978660434,51.2103618061016,122.576442422949,255.986089238992,172.816193756893
13,"130006",120,0,39,107,2,45,3,43,0.97830936515452,10.6166106833231,35.1709376994446,0.501536379954268,0.476772985200252,7.07622823443587,3.54038244888727,32.9242281262974,2.24670957314726
13,"130007",2308,9,1559,2012,0,1330,328,389,0,277.50922491228,440.311505972792,0,0,75.1126829935429,202.396541918737,315.250813195105,125.060692777686
13,"130008",562,1,348,626,7,313,110,166,3.36770206943821,78.5039801406537,194.956071636489,1.62076942584605,1.74693264359216,24.3270813665125,54.1768987741412,141.482230049879,53.4738415866097
13,"130009",103,2,20,88,0,27,13,53,0,11.3901280573777,51.669886464826,0,0,4.2990832648693,7.09104479250844,45.1499777306732,6.51990873415282
13,"130010",1540,7,973,1558,17,885,198,318,8.28691218338929,143.262172678298,365.537600686435,4.00539517118187,4.28151701220742,45.1964284830803,98.0657441952176,270.173812351336,95.3637883350992
13,"130011",78,0,12,65,0,12,3,43,0,3.53980995994128,41.6320575457806,0,0,1.45205064210861,2.08775931783267,39.0432937973115,2.58876374846911
13,"130012",1507,3,951,1800,7,1115,234,385,3.37660857912146,206.303326854686,410.269629707634,1.6413694516795,1.73523912744196,63.414697734527,142.888629120159,321.215780795652,89.053848911982
13,"130013",2795,12,1278,2509,19,1067,415,779,9.1645239335347,267.521749196238,918.774285158388,4.29884741230394,4.86567652123075,85.3402092117478,182.18153998449,691.123246141175,227.651039017213
13,"130014",519,0,268,464,10,195,105,128,4.87197552522516,51.5055018265184,176.183051773827,2.30608362696293,2.56589189826223,15.4004844376463,36.105017388872,111.512723003317,64.6703287705098
13,"130015",2174,16,1398,2198,6,1450,498,402,2.97358800543795,401.398857289108,494.73507884794,1.46220673807987,1.51138126735808,93.8344455404777,307.56441174863,307.701736891047,187.033341956893
13,"130016",259,0,159,249,13,157,54,71,6.61421884599716,62.9116389034708,54.1902896923437,3.31555136652647,3.29866747947069,23.5295181390144,39.3821207644564,42.436557703224,11.7537319891197
13,"130017",2538,10,2045,2526,9,2137,673,286,4.33901543155069,708.710515214325,245.279330127765,2.08590515025374,2.25311028129696,107.520001057335,601.19051415699,177.160847437677,68.1184826900874
13,"130018",1882,5,1221,1630,0,1183,388,382,0,474.572170659575,294.388536787102,0,0,160.880514494646,313.691656164929,219.898596645223,74.489940141879
13,"130019",541,3,271,610,7,187,85,132,3.38467606735654,42.6224891073326,172.99262784527,1.62702111327642,1.75765495408012,13.8063856848023,28.8161034225303,118.551648997492,54.4409788477779
13,"130020",3590,14,1210,3542,4,1192,480,1573,1.94488131757714,330.523952519793,1721.02291735966,0.939299966878112,1.00558135069903,117.717340448785,212.806612071008,1454.54953002285,266.473387336809
13,"130021",278,2,67,234,0,45,32,102,0,12.5405589899667,121.752489898575,0,0,4.35186219521936,8.1886967947473,97.6279883385552,24.1245015600196
13,"130022",701,5,277,614,0,343,83,280,0,159.847039152431,200.489895961942,0,0,102.680289067794,57.1667500846375,172.998207198249,27.4916887636935
13,"130023",1111,12,688,1048,11,733,154,188,5.29407409960963,145.674137418785,190.784737422517,2.48461569757822,2.80945840203142,42.3284643428374,103.345673075948,143.356397538924,47.4283398835929
13,"130024",1743,14,964,1593,21,740,237,443,10.1988460528245,177.05409825599,493.273882703172,4.92951613560492,5.26932991721961,57.274654890224,119.779443365766,381.172640381803,112.101242321369
15,"150101",1544,178,265,1384,195,123,153,636,89.2249066991232,55.0526951705432,646.168288340987,36.7242140519119,52.5006926472113,27.5846556096503,27.4680395608929,573.602210514204,72.566077826783
15,"150102",1533,230,269,1042,72,211,185,624,36.9992334973367,128.489651207851,641.843581249979,16.1683263722479,20.8309071250888,59.3236998186511,69.1659513892004,546.75040193776,95.0931793122191
15,"150103",1430,68,139,1383,85,99,131,822,41.005118770174,46.9852217979878,864.971986741056,17.7474153064024,23.2577034637715,23.9239939411122,23.0612278568756,780.281498795366,84.6904879456902
15,"150104",813,65,132,713,90,77,65,418,42.187148541374,36.970333200171,403.459637346261,18.6468675037697,23.5402810376043,19.1418818868912,17.8284513132799,379.140578804076,24.3190585421848
15,"150205",2022,185,284,1807,237,134,219,1034,111.56578951264,63.8386789562105,1076.63580306736,47.7338223550241,63.8319671576162,33.0575613064599,30.7811176497506,952.714463095213,123.921339972142
15,"150206",555,31,41,615,27,24,71,340,12.2140449909835,10.9840938557294,387.491668588219,5.37376623247575,6.84027875850777,5.63292354252753,5.35117031320191,328.718978493762,58.7726900944569
15,"150207",394,6,8,356,6,10,24,231,2.80598763675967,4.81209957705174,246.828953699173,1.20307773540898,1.60290990135069,2.48575853871257,2.32634103833917,226.370922975634,20.4580307235394
15,"150208",725,21,66,648,17,32,66,386,7.97522599920677,15.2868261798813,427.698074726007,3.46606630681489,4.50915969239188,7.62522234841233,7.66160383146898,373.848304518872,53.8497702071351
15,"150209",642,38,32,638,12,9,69,326,5.59988336372634,4.22915578639681,385.250458353489,2.41365081128359,3.18623255244275,2.1832770637181,2.0458787226787,321.473789008335,63.7766693451541
15,"150210",783,55,78,811,25,26,69,404,11.4705325065928,11.9478270671787,449.449817948936,5.01364186284863,6.45689064374417,5.99955072997274,5.94827633720596,392.512752309895,56.9370656390407
15,"150211",372,2,31,356,10,12,24,191,4.59707693277197,5.5871725003954,205.106234339046,1.97917771635349,2.61789921641848,2.92871598777807,2.65845651261733,186.389630707065,18.7166036319816
15,"150312",593,1,72,560,60,104,31,336,28.4204420627727,49.0005486004479,289.071587805876,15.5968887273844,12.8235533353883,36.1608680555927,12.8396805448553,280.59933786438,8.47224994149532
15,"150313",1675,300,770,1289,351,298,284,268,123.795993545645,111.576668912023,319.009242364329,40.6594344345682,83.136559111077,45.6819243656656,65.894744546357,186.128610813998,132.880631550331
15,"150314",2969,233,718,2755,200,320,265,1141,88.101282415229,142.24890312176,1177.8723406456,37.8241724456812,50.2771099695478,71.3578397815532,70.8910633402066,1034.12429968291,143.748040962697
15,"150415",1713,208,419,1455,139,185,236,599,64.0852777636788,83.3842580938261,688.299383335622,27.223225410045,36.8620523536338,41.4453857060609,41.9388723877652,531.888101993379,156.411281342243
15,"150416",1493,94,422,1486,295,304,142,599,127.360543774521,125.196562433584,488.832599387474,65.376815532853,61.9837282416682,76.9147666965249,48.2817957370593,454.584397202469,34.2482021850053
15,"150417",739,142,134,562,162,25,137,237,82.6963785212115,12.1462550286949,277.874731226194,30.0290594769223,52.6673190442892,6.18537286368494,5.96088216500995,201.067976066642,76.806755159552
15,"150418",1293,34,236,1316,18,162,81,673,8.35347012328039,75.1538347114017,670.619652627782,3.58819626794667,4.76527385533372,37.9463883399579,37.2074463714438,631.222222939359,39.3974296884225
17,"170001",1257,11,594,964,0,561,118,415,0,320.713634607774,211.990252924334,0,0,242.080538347115,78.6330962606597,171.194183016706,40.7960699076273
17,"170002",1379,10,370,1273,37,207,92,578,18.9741105897698,91.7500967287496,558.670634208939,9.6587531503304,9.31535743943938,49.4555488488864,42.2945478798632,517.018598607578,41.6520356013609
17,"170003",1182,7,764,918,21,278,142,245,10.4144011894388,124.544351799341,250.908435541083,5.17940625413176,5.23499493530704,56.861014599264,67.6833372000769,181.975226567716,68.9332089733664
17,"170004A",971,30,826,876,1,772,102,88,0.500729734136105,147.418385936984,42.6914837670355,0.256491452305304,0.244238281830801,59.653616265057,87.7647696719272,28.8859656228091,13.8055181442264
17,"170004B",160,0,48,146,0,37,12,10,0,10.907660479174,12.9406186514424,0,0,4.43868425592752,6.4689762232465,7.70475430652513,5.2358643449173
19,"190101",1819,2,231,1992,2,85,207,812,0.992553605480485,41.3548443643131,977.459364884147,0.491786536654322,0.500767068826164,17.7835884411018,23.5712559232113,793.930204795774,183.529160088374
19,"190102",2465,13,326,2400,3,369,326,1243,1.4858230077639,181.288459070359,1384.75313955353,0.726786984278739,0.759036023485162,79.3095755172934,101.978883553066,1161.50903745923,223.244102094299
19,"190203",2322,13,356,2590,0,441,300,973,0,202.661318960678,1071.06250896449,0,0,86.8375691776687,115.82374978301,887.730806803019,183.331702161471
19,"190204",1827,5,336,1961,0,459,240,776,0,214.826731368006,802.396794431384,0,0,91.9298545300427,122.896876837964,685.558146430319,116.838648001065
19,"190305",2677,6,460,2795,18,294,282,1198,9.05291345147488,142.014139318597,1329.46657377476,4.52511935981053,4.52779409166435,62.9302435099746,79.0838958086224,1130.04127918542,199.425294589343
19,"190306",1424,4,94,1460,14,159,125,727,6.99101995975412,77.4946175984753,767.423855126411,3.42619390464222,3.5648260551119,34.2188179597371,43.2757996387382,688.779567206311,78.6442879201002
19,"190407",2018,5,285,1552,4,159,196,963,1.9876670732336,78.4257170017784,1077.53485099442,1.00322587031003,0.98444120292357,35.0257792908166,43.3999377109617,924.772321587786,152.762529406637
19,"190408",281,1,21,244,0,25,42,150,0,12.723365028589,178.072634042707,0,0,5.50752365073365,7.21584137785537,143.385572218193,34.6870618245139
19,"190409",1106,2,211,611,0,20,96,276,0,9.7100515437039,362.170899257462,0,0,4.33140213757566,5.37864940612824,271.764223238657,90.4066760188056
19,"190410",523,1,40,478,1,49,50,308,0.493913622815352,24.8735923570083,331.085001315872,0.249052590136701,0.244861032678651,11.2092374245551,13.6643549324532,294.301196307106,36.783805008766
21,"211001",2533,114,318,2555,52,359,516,928,23.7591846900137,112.678518324444,1307.89848730703,10.2169124312975,13.5422722587162,47.3699940344367,65.3085242900078,870.395336541776,437.503150765249
21,"211002",2381,428,495,2050,363,324,738,568,179.926492970253,112.371778392633,1012.16293764774,68.3359665882193,111.590526382034,42.742690127093,69.6290882655397,456.846410412856,555.31652723488
21,"211003",5490,613,855,5419,659,608,1140,1792,294.603624380793,186.687303409512,2450.71333215309,126.565038014789,168.038586366004,76.1422312745941,110.545072134918,1591.22546993789,859.487862215208
